Time: 969.7533316612244
         906194041 function calls (896892143 primitive calls) in 1000.890 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 geos.py:588(LGEOSBase)
        1    0.000    0.000    0.000    0.000 geos.py:595(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:607(LGEOS300)
        1    0.000    0.000    0.000    0.000 geos.py:676(LGEOS310)
        1    0.002    0.002    0.002    0.002 geos.py:682(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:686(<listcomp>)
        1    0.000    0.000    0.000    0.000 geos.py:777(LGEOS311)
        1    0.000    0.000    0.002    0.002 geos.py:783(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:787(LGEOS320)
        1    0.000    0.000    0.002    0.002 geos.py:793(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:818(LGEOS330)
        1    0.000    0.000    0.002    0.002 geos.py:824(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:854(LGEOS340)
        1    0.000    0.000    0.002    0.002 geos.py:860(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:866(LGEOS350)
        1    0.000    0.000    0.002    0.002 geos.py:872(__init__)
        1    0.000    0.000    0.000    0.000 geos.py:877(LGEOS360)
        1    0.000    0.000    0.002    0.002 geos.py:883(__init__)
        1    0.000    0.000    0.066    0.066 geoseries.py:1(<module>)
        2    0.000    0.000    0.391    0.195 geoseries.py:150(__new__)
        2    0.000    0.000    0.000    0.000 geoseries.py:231(__init__)
        8    0.000    0.000    0.000    0.000 geoseries.py:239(geometry)
        4    0.012    0.003  331.194   82.798 geoseries.py:461(__geo_interface__)
        5    0.000    0.000    0.000    0.000 geoseries.py:52(inherit_doc)
        5    0.000    0.000    0.000    0.000 geoseries.py:57(decorator)
        1    0.000    0.000    0.000    0.000 geoseries.py:70(GeoSeries)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        3    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
       24    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:508(min)
       17    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.001    0.001    0.003    0.003 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        1    0.000    0.000    0.000    0.000 glob.py:22(iglob)
        2    0.000    0.000    0.001    0.001 glob.py:39(_iglob)
        1    0.000    0.000    0.001    0.001 glob.py:9(glob)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.003    0.003 groupby.py:1041(GroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:1342(_add_numeric_operations)
        6    0.000    0.000    0.001    0.000 groupby.py:1348(groupby_function)
        1    0.000    0.000    0.000    0.000 groupby.py:313(GroupByPlot)
        1    0.000    0.000    0.001    0.001 groupby.py:357(_GroupBy)
        1    0.000    0.000    0.027    0.027 groupby.py:8(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:218(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:35(Grouper)
        1    0.000    0.000    0.002    0.002 grouper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:115(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:388(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.012    0.012 hashing.py:3(<module>)
       14    0.000    0.000    0.005    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.005    0.005 hashlib.py:54(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.010    0.010 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.018    0.018 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 html.py:138(_HtmlFrameParser)
        1    0.000    0.000    0.001    0.001 html.py:5(<module>)
        1    0.000    0.000    0.000    0.000 html.py:519(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:630(_LxmlFrameParser)
        1    0.000    0.000    0.007    0.007 impl.py:12(<module>)
        6    0.000    0.000    0.000    0.000 impl.py:155(impl_items)
        6    0.000    0.000    0.000    0.000 impl.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 impl.py:25(ImplementationError)
       13    0.000    0.000    0.000    0.000 impl.py:31(delegated)
        1    0.000    0.000    0.000    0.000 impl.py:47(BaseImpl)
        1    0.000    0.000    0.000    0.000 impl.py:50(__init__)
        5    0.000    0.000    0.000    0.000 impl.py:53(update)
 28290368    6.521    0.000    6.521    0.000 impl.py:56(__getitem__)
   615008    0.228    0.000    0.228    0.000 impl.py:64(__contains__)
        1    0.000    0.000    0.000    0.000 impl.py:68(GEOSImpl)
      768    0.001    0.000    0.001    0.000 importer.py:166(find_module)
        1    0.001    0.001    0.018    0.018 index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index.py:1161(Item)
        1    0.000    0.000    0.000    0.000 index.py:1202(InvalidHandleException)
        1    0.000    0.000    0.000    0.000 index.py:1206(Handle)
        1    0.000    0.000    0.000    0.000 index.py:1243(IndexHandle)
        1    0.000    0.000    0.000    0.000 index.py:1257(IndexStreamHandle)
        1    0.000    0.000    0.000    0.000 index.py:1262(PropertyHandle)
        1    0.000    0.000    0.000    0.000 index.py:1268(Property)
        1    0.000    0.000    0.000    0.000 index.py:1606(CustomStorageCallbacks)
        1    0.000    0.000    0.000    0.000 index.py:1647(ICustomStorage)
        1    0.000    0.000    0.000    0.000 index.py:1670(CustomStorageBase)
        1    0.000    0.000    0.000    0.000 index.py:1714(CustomStorage)
        1    0.000    0.000    0.000    0.000 index.py:1800(RtreeContainer)
        1    0.000    0.000    0.000    0.000 index.py:26(<listcomp>)
        1    0.000    0.000    0.000    0.000 index.py:80(Index)
        1    0.000    0.000    0.071    0.071 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:318(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.005    0.005 indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexers.py:107(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 indexers.py:34(BaseIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:64(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:90(VariableWindowIndexer)
        1    0.000    0.000    0.004    0.004 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1752(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1807(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1967(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2160(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2196(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2226(_iAtIndexer)
       10    0.000    0.000    0.000    0.000 indexing.py:2260(convert_to_index_sliceable)
        1    0.000    0.000    0.000    0.000 indexing.py:36(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:568(_NDFrameIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:84(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:88(IndexingMixin)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:130(is_file_like)
        2    0.000    0.000    0.000    0.000 inference.py:299(is_dict_like)
        6    0.000    0.000    0.000    0.000 inference.py:325(<genexpr>)
        4    0.000    0.000    0.000    0.000 inference.py:331(is_named_tuple)
      183    0.000    0.000    0.000    0.000 inference.py:358(is_hashable)
        2    0.000    0.000    0.000    0.000 inference.py:395(is_sequence)
       16    0.000    0.000    0.000    0.000 inference.py:96(is_iterator)
        1    0.000    0.000    0.006    0.006 initialise.py:2(<module>)
       27    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
       27    0.000    0.000    0.000    0.000 inspect.py:2517(name)
       27    0.000    0.000    0.000    0.000 inspect.py:2521(default)
       27    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        3    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:594(getdoc)
        8    0.000    0.000    0.000    0.000 inspect.py:613(cleandoc)
        1    0.000    0.000    0.000    0.000 install_scripts.py:14(install_scripts)
        1    0.000    0.000    0.000    0.000 install_scripts.py:4(<module>)
        1    0.000    0.000    0.009    0.009 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:252(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:36(_IntegerDtype)
        6    0.000    0.000    0.000    0.000 integer.py:501(_create_comparison_method)
       16    0.000    0.000    0.000    0.000 integer.py:605(_create_arithmetic_method)
        2    0.000    0.000    0.065    0.033 interval.py:1(<module>)
        3    0.000    0.000    0.000    0.000 interval.py:1147(_setop)
        1    0.000    0.000    0.000    0.000 interval.py:115(SetopCheck)
        1    0.000    0.000    0.002    0.002 interval.py:120(IntervalArray)
        4    0.000    0.000    0.000    0.000 interval.py:121(__init__)
        4    0.000    0.000    0.000    0.000 interval.py:124(__call__)
        1    0.000    0.000    0.002    0.002 interval.py:154(IntervalIndex)
        1    0.000    0.000    0.000    0.000 invalid.py:3(<module>)
      108    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
  1230016    2.257    0.000    3.400    0.000 io.py:138(rowcol)
        1    0.000    0.000    0.000    0.000 io.py:14(MemoryFile)
   615008    0.929    0.000    4.329    0.000 io.py:146(bounds_window)
        1    0.000    0.000    0.000    0.000 io.py:148(ZipMemoryFile)
   615008    0.935    0.000   10.539    0.000 io.py:155(window_bounds)
   615008    8.178    0.000   14.318    0.000 io.py:162(boundless_array)
        2    0.000    0.000    0.000    0.000 io.py:2(<module>)
        1    0.000    0.000    0.000    0.000 io.py:206(Raster)
        1    0.000    0.000    0.000    0.000 io.py:22(DatasetReader)
   615010    0.982    0.000    1.090    0.000 io.py:236(__init__)
   615008    3.338    0.000   35.731    0.000 io.py:265(read)
        1    0.000    0.000    0.000    0.000 io.py:31(DatasetWriter)
        2    0.000    0.000    0.000    0.000 io.py:319(__enter__)
        2    0.000    0.000    0.000    0.000 io.py:322(__exit__)
        1    0.000    0.000    0.044    0.044 io.py:4(<module>)
        1    0.000    0.000    0.000    0.000 io.py:42(BufferedDatasetWriter)
        1    0.000    0.000    0.000    0.000 io.py:56(MemoryFile)
        1    0.000    0.000    0.000    0.000 io.py:75(ZipMemoryFile)
        2    0.000    0.000  333.379  166.689 io.py:83(read_features)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.001    0.001 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.036    0.036 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linestring.py:151(LineStringAdapter)
        1    0.000    0.000    0.000    0.000 linestring.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linestring.py:21(LineString)
        1    0.000    0.000    0.000    0.000 linref.py:13(ProjectOp)
        1    0.000    0.000    0.000    0.000 linref.py:19(InterpolateOp)
        1    0.000    0.000    0.000    0.000 linref.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linref.py:7(LinearRefBase)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:5(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.014    0.014 log.py:2(<module>)
        1    0.000    0.000    0.000    0.000 log.py:25(Log)
        1    0.000    0.000    0.000    0.000 log.py:26(_log)
        1    0.000    0.000    0.000    0.000 log.py:42(debug)
        1    0.000    0.000    0.000    0.000 log.py:56(set_threshold)
        1    0.000    0.000    0.000    0.000 log.py:73(set_verbosity)
        1    0.000    0.000    0.000    0.000 logutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logutils.py:12(__init__)
        1    0.000    0.000    0.000    0.000 logutils.py:27(LogFiltering)
        1    0.000    0.000    0.000    0.000 logutils.py:6(FieldSkipLogFilter)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.005    0.005 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
   584108    0.313    0.000    0.313    0.000 main.py:199(<listcomp>)
        1    0.000    0.000    0.183    0.183 main.py:2(<module>)
        2    2.360    1.180  854.914  427.457 main.py:23(zonal_stats)
    30900    0.022    0.000    0.042    0.000 main.py:251(<listcomp>)
   615010   20.869    0.000  852.554    0.001 main.py:34(gen_zonal_stats)
        1    0.000    0.000    0.002    0.002 managers.py:1(<module>)
       10    0.001    0.000    0.006    0.001 managers.py:1037(set)
        9    0.000    0.000    0.000    0.000 managers.py:1050(value_getitem)
        2    0.000    0.000    0.000    0.000 managers.py:1115(<genexpr>)
        2    0.000    0.000    0.004    0.002 managers.py:1127(<genexpr>)
        3    0.000    0.000    0.003    0.001 managers.py:1158(insert)
       11    0.000    0.000    0.005    0.000 managers.py:122(__init__)
       11    0.000    0.000    0.000    0.000 managers.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:1459(SingleBlockManager)
       29    0.000    0.000    0.001    0.000 managers.py:1467(__init__)
      138    0.000    0.000    0.000    0.000 managers.py:1520(_block)
       70    0.000    0.000    0.000    0.000 managers.py:1548(dtype)
       48    0.000    0.000    0.000    0.000 managers.py:1562(external_values)
        4    0.000    0.000    0.000    0.000 managers.py:1565(internal_values)
        2    0.000    0.000    0.000    0.000 managers.py:1568(get_values)
       40    0.000    0.000    0.000    0.000 managers.py:163(shape)
        1    0.000    0.000    0.006    0.006 managers.py:1643(create_block_manager_from_blocks)
      120    0.000    0.000    0.000    0.000 managers.py:165(<genexpr>)
        8    0.020    0.003    8.501    1.063 managers.py:1667(create_block_manager_from_arrays)
       30    0.000    0.000    0.000    0.000 managers.py:167(ndim)
        8    0.486    0.061    8.477    1.060 managers.py:1700(form_blocks)
        4    0.000    0.000    0.000    0.000 managers.py:1770(<listcomp>)
        4    0.005    0.001    0.858    0.215 managers.py:1797(_simple_blockify)
        4    0.002    0.001    0.038    0.010 managers.py:1811(_multi_blockify)
    12319    0.001    0.000    0.001    0.000 managers.py:1815(<lambda>)
        8    0.443    0.055    0.865    0.108 managers.py:1828(_stack_arrays)
   307510    0.126    0.000    0.416    0.000 managers.py:1831(_asarray_compat)
        8    0.000    0.000    0.000    0.000 managers.py:1837(_shape_compat)
        1    0.000    0.000    0.000    0.000 managers.py:1855(_interleaved_dtype)
        1    0.000    0.000    0.000    0.000 managers.py:1872(<listcomp>)
        2    0.000    0.000    0.014    0.007 managers.py:1875(_consolidate)
       10    0.000    0.000    0.000    0.000 managers.py:1881(<lambda>)
        3    0.000    0.000    0.000    0.000 managers.py:1963(_fast_count_smallints)
        1    0.000    0.000    0.009    0.009 managers.py:1988(concatenate_block_managers)
        3    0.000    0.000    0.000    0.000 managers.py:199(_is_single_block)
        1    0.000    0.000    0.000    0.000 managers.py:2001(<listcomp>)
       13    0.002    0.000    0.004    0.000 managers.py:212(_rebuild_blknos_and_blklocs)
       74    0.000    0.000    0.000    0.000 managers.py:232(items)
        1    0.000    0.000    0.002    0.002 managers.py:248(get_dtypes)
        1    0.000    0.000    0.000    0.000 managers.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:314(__len__)
       11    0.000    0.000    0.000    0.000 managers.py:329(_verify_integrity)
       31    0.000    0.000    0.000    0.000 managers.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:61(BlockManager)
       14    0.000    0.000    0.000    0.000 managers.py:647(is_consolidated)
       12    0.000    0.000    0.000    0.000 managers.py:655(_consolidate_check)
       12    0.000    0.000    0.000    0.000 managers.py:656(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:660(is_mixed_type)
        1    0.000    0.000    0.000    0.000 managers.py:678(any_extension_types)
        3    0.000    0.000    0.000    0.000 managers.py:681(<genexpr>)
        3    0.000    0.000    0.000    0.000 managers.py:762(nblocks)
        1    0.000    0.000    0.016    0.016 managers.py:798(as_array)
        1    0.009    0.009    0.015    0.015 managers.py:834(_interleave)
        2    0.000    0.000    0.008    0.004 managers.py:927(consolidate)
       12    0.000    0.000    0.014    0.001 managers.py:943(_consolidate_inplace)
       18    0.000    0.000    0.001    0.000 managers.py:950(get)
       18    0.000    0.000    0.001    0.000 managers.py:979(iget)
        1    0.000    0.000    0.000    0.000 mask_ops.py:3(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:18(BaseMaskedArray)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1425(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1523(_AsOfMerge)
        1    0.000    0.000    0.002    0.002 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:546(_MergeOperation)
        1    0.000    0.000    0.002    0.002 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.006    0.006 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        2    0.000    0.000    0.008    0.004 methods.py:132(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:154(<genexpr>)
        4    0.000    0.000    0.018    0.004 methods.py:159(_create_methods)
       58    0.000    0.000    0.000    0.000 methods.py:218(<lambda>)
       46    0.000    0.000    0.000    0.000 methods.py:220(<lambda>)
        4    0.000    0.000    0.000    0.000 methods.py:221(<dictcomp>)
        4    0.000    0.000    0.001    0.000 methods.py:225(_add_methods)
        4    0.000    0.000    0.000    0.000 methods.py:23(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 methods.py:3(<module>)
        2    0.000    0.000    0.010    0.005 methods.py:72(add_special_arithmetic_methods)
       20    0.000    0.000    0.000    0.000 methods.py:89(_wrap_inplace_method)
        1    0.000    0.000    0.000    0.000 mingw32ccompiler.py:56(Mingw32CCompiler)
        1    0.000    0.000    0.014    0.014 mingw32ccompiler.py:9(<module>)
        1    0.000    0.000    0.012    0.012 misc_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc_util.py:323(terminal_has_colors)
        1    0.000    0.000    0.000    0.000 misc_util.py:391(mingw32)
        1    0.000    0.000    0.000    0.000 misc_util.py:54(InstallableLib)
        1    0.000    0.000    0.000    0.000 misc_util.py:648(get_shared_lib_extension)
        1    0.000    0.000    0.000    0.000 misc_util.py:731(Configuration)
       73    0.000    0.000    0.040    0.001 missing.py:132(_isna_new)
        4    0.000    0.000    0.000    0.000 missing.py:136(dispatch_fill_zeros)
       55    0.002    0.000    0.039    0.001 missing.py:225(_isna_ndarraylike)
        1    0.000    0.000    0.002    0.002 missing.py:23(<module>)
        2    0.000    0.000    0.008    0.004 missing.py:3(<module>)
       73    0.000    0.000    0.040    0.001 missing.py:49(isna)
        4    0.000    0.000    0.000    0.000 missing.py:601(clean_reindex_fill_method)
        4    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:122(MacroExpander)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:168(get_build_version)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:299(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:60(Reg)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:8(<module>)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:102(MacroExpander)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:147(get_build_version)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:200(MSVCCompiler)
        1    0.000    0.000    0.004    0.004 msvccompiler.py:5(<module>)
        1    0.000    0.000    0.003    0.003 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:104(MultiIndexPyIntEngine)
        1    0.000    0.000    0.003    0.003 multi.py:146(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:65(MultiIndexUIntEngine)
  1634952    0.322    0.000    0.322    0.000 multiarray.py:1043(copyto)
       13    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        1    0.000    0.000    0.087    0.087 multiarray.py:7(<module>)
        3    0.000    0.000    0.000    0.000 multiarray.py:853(bincount)
        1    0.000    0.000    0.000    0.000 multilinestring.py:2(<module>)
        1    0.000    0.000    0.000    0.000 multilinestring.py:20(MultiLineString)
        1    0.000    0.000    0.000    0.000 multilinestring.py:85(MultiLineStringAdapter)
        1    0.000    0.000    0.000    0.000 multipoint.py:120(MultiPointAdapter)
        1    0.000    0.000    0.000    0.000 multipoint.py:2(<module>)
        1    0.000    0.000    0.000    0.000 multipoint.py:21(MultiPoint)
        1    0.000    0.000    0.000    0.000 multipolygon.py:103(MultiPolygonAdapter)
        1    0.000    0.000    0.000    0.000 multipolygon.py:19(MultiPolygon)
        1    0.000    0.000    0.000    0.000 multipolygon.py:2(<module>)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
        8    0.000    0.000    0.000    0.000 nanfunctions.py:226(_nanmin_dispatcher)
        8    0.000    0.000    0.006    0.001 nanfunctions.py:230(nanmin)
        8    0.000    0.000    0.000    0.000 nanfunctions.py:341(_nanmax_dispatcher)
        8    0.000    0.000    0.005    0.001 nanfunctions.py:345(nanmax)
   615008    0.121    0.000    0.121    0.000 nanfunctions.py:555(_nansum_dispatcher)
   615008    1.052    0.000   78.317    0.000 nanfunctions.py:559(nansum)
   615008    5.515    0.000   54.923    0.000 nanfunctions.py:70(_replace_nan)
        1    0.000    0.000    0.003    0.003 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1317(make_nancomp)
        1    0.000    0.000    0.000    0.000 nanops.py:40(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:50(disallow)
       13    0.000    0.000    0.001    0.000 nanops.py:51(__init__)
       34    0.000    0.000    0.001    0.000 nanops.py:53(<genexpr>)
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:82(bottleneck_switch)
        2    0.000    0.000    0.000    0.000 nanops.py:822(_nanminmax)
